Author_name,Batch_name,Review_date,total_star_comment,all_stars,Title_comment,Placements,Infrastructure,Faculty,other,no_topic,,,
Pragya Mishra,Pragya Mishra | B.Com. in Banking and Finance - Batch of 2017,Reviewed on 17 Jun 2020,4.4,4.4 \nPlacements 5\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 5,Our college does not provide proper placements for students.,"Placements: About 50% of the students from our course got placed. The highest salary offered is Rs. 30,000 per month and the lowest salary offered is Rs. 10,000 per month. Top recruiting companies do not visit the college for our course placements. I don't know about an internship. Some top roles, like a manager and accountant, are offered to the students.","Infrastructure: The infrastructure available in our department is average. I don't know about the labs. In the library, we cannot find all the books. Food served to the students is average with high rates. Sports and games are also average because there is no place to play.","Faculty: Some teachers in our college are good and qualified. Some are just teachers for name sake, and they say about the topic they discuss. Their teaching quality is average. They never said about future, industry rules and regulations which we want to follow in the future.","Other: There were 60 students in our batch. The course fee was Rs.1,07,000 per year.",,,,
Abhishek Singh,"Abhishek Singh | B.Com.(Hons./ Hons. with Research) in Finance, Accounting, Audit and Taxation with KPMG Certified Accounting Professional (KCAP) - Batch of 2019",Reviewed on 16 Jun 2020,4.2,4.2 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 3,"Placements are good. Our college has a good infrastructure, and teachers do their job well.","Placements: I didn't get placed, but the training provided in our college for students regarding the placement process is good and sufficient to gain the confidence to attend interviews. Many students got placed through the placement process in the best companies.","Infrastructure: Our college has a library with good infrastructure which is useful for students to gain knowledge and prepare for their exams. Students who are from sports background have a good future here, and our college helps them to participate in sports competitions outside the college. Students who are staying in the hostel are happy, and they are provided with bus facility also.","Faculty: Faculty members here are good enough, and they provide us with the best knowledge of their course as much as they can. Our college also helps us to do our professional course without any restriction if we are able to improve ourselves. Timings provided for students who wish to pursue a professional course are useful. So they are able to attend their coaching centres and able to do their degree course also, which makes them grow well.","Other: I have studied here with a 50% scholarship on tuition, so my total cost was less compared to other Indian students.",,,,
Nivaspawan,Nivaspawan | B.Com. in Banking and Finance - Batch of 2020,Reviewed on 6 Jun 2020,3,3.0 \nPlacements 3\nInfrastructure 3\nFaculty & Course Curriculum 3\nCrowd & Campus Life 3\nValue for Money 3,Top 5 private university by india today in 2015.,"Placements: Around 75 to 80% of students get placed in a bachelor's of commerce. The highest salary package offered was 18 LPA, and the lowest salary package offered was 3 LPA. Top companies like D Shaw, Ernst and Young, Morgan Stanely and Deloitte visit our campus for recruitment. Around 5 to 10 students got internships in Ernst and Young Morgan Stanely. Top roles offered are financial analyst and associate.","Infrastructure: The overall rating for my course is above average as it is designed uniquely and is integrated with two Professional courses CMA and CFA foundation. Classes infrastructure is also good as there is a projector, teachers teach us practically, shows videos for better learning.","Faculty: Both faculty and course curriculum is good, College has faculty with good and deep knowledge about the subject and are highly qualified but some teachers are not good enough as they even don't know about the concept clearly. The course curriculum is okay.",Other: It's best for placements around Bangalore. Gives a high level of understanding and opportunities for all the students in a pleasant atmosphere of learning.,,,,
JEEKSHAYA M,JEEKSHAYA M | B.Com. (Honours / Honours with Research) Professional with Coaching in Chartered Accountant and Certified Program in General Management - Batch of 2021,Reviewed on 3 Jun 2020,4.6,4.6 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 4,I am very satisfied about my college.,"Placements: Our course is Bachelor of Commerce (hons) in Investment Banking integrated With Certified management accountant and Chartered Financial Analyst Foundation course. Overall Placement is good as many big MNCs come in the campus like Morgan Stanley, Deloitte, Wells Fargo etc. Morgan Stanley hires the second year UG students for analyst intern from our college.",Infrastructure: We had good labs and classrooms. The classroom were largevand sufficient for people to sit. We had benches and all the necessary infrastructure. We had computer labs and Science related laboratory. We had canteens I every alternative floor. Medical facilities was provided and had sports room and courts for indoor as well as outdoor.,Faculty: Teachers were well qualified and had subject knowledge. They helped us in clearing our doubts and was very approachable. Only teacher who MET the criteria laid down by the UGC were accepted. We had wide variety of curriculum which not only focused on the core subjects but also gave insights into the industry.,"Other: Our college charges Rs.2,10,000 for BCA, which is more.",,,,
Simoni,Simoni | B.Com. in Banking and Finance - Batch of 2018,Reviewed on 12 Apr 2020,3.8,3.8 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 3,"Very good college, good faculty, good campus. Good training and placements.","Placements: We had many placement opportunities. 90 percent of the batch were placed. EY, Deloitte and Northern trust were the top recruitment company. Average CTC was around 3.5 lacs. Most of them who opted in for placement got jobs. They had wide variety of roles being offered like analyst, consultant and advisory.",Infrastructure: 1. Wi-Fi is available for every student. 2. Labs are not available because it's centre of management studies. 3. Classrooms contain AC and there's so many powerpoints that students can charge their laptops mobiles etc. Classrooms are kept clean and neat 4. Canteen is very clean and neat. Every kind of sports is encouraged in the college.,"Faculty: Yes they are helpful and qualified. All the teachers who joins the college have their demo live in the class time and they are selected. None of the teachers are knowledgeable. Every teachers are good, supportive, good teaching quality and yes this course is curriculum relevant.","Other: I opted for this course because AI is a technology in the future, and it provides good opportunities. I am uninterested in the corporate field or placements since I am preparing for CDS UPSC.",,,,
Rishabh Verma,Rishabh Verma | B.Com.(Hons./ Hons. with Research) in Investment Banking Integrated with Certified Management Accountant (US) and Chartered Financial Analyst (US) Investment Foundation - Batch of 2021,Reviewed on 10 Mar 2020,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 3,"I am satisfied with our college placements, and they helped me a lot in my career.",Placements: Yes every month or atleast once in 2 weeks they call for placements. And students who were interested applies for it. 1. Im currently studying and few students from the third year have been placed in a good company. 2. The lowest is 4000 and the highest in 7000+ 3. Im not sure about the companies. 4. Not sure. 5. 5000 the lowest and 10000 being the highest 6. 70% of students got internship and competitions from UK Australia etc.,"Infrastructure: The infrastructure is quite good for college students. There are labs which help the students to develop in the studies. The hostel is also good in comparison to the hostel fees. There is a variety of food options available for the students, and there is no differentiate between senior and junior.","Faculty: All the faculty available for the subjects are qualified in different levels and experienced as well. Faculty guide the students in every field. Whatever students need, there is staff to provide equal attention to every student in their studies. Teachers also take extra classes to students.","Other: The best thing about this course was that you got to work with the latest technology, as robotics was an emerging field.",,,,
Prasanna Sheshagiri,Prasanna Sheshagiri | B.Com. (Honours / Honours with Research) Professional with Certified Program in Banking and Finance - Batch of 2019,Reviewed on 20 Oct 2019,4.2,4.2 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,Very satisfactory in every field. But very highly priced.,"Placements: Many companies usually visit for placements. There are at least three rounds of examination for the selection process. Companies always choose the deserved candidate for the job position, no biases done for the student. Students can seat in a company they want.",Infrastructure: The college is well facilitated with digital learning facilities. Ventilated classrooms spacious benches. We have very good canteen facilities as well for every floor. Along with a stationary. Clean and hygienic washrooms. And very huge quadrangle for all events taking place at our college. Very good conference halls for seminars and group classes and as well professional IT rooms.,Faculty: Our course CIMA+RM is a double certificate course. Here we will be certified both as GLOBAL CA as well as certificate in management studies. This course has a very wide scope outside the college. We are getting a very good base in overall ways. The formation of this course with exceptions is a really good thing. The flexibility of the course within our jain normal syllabus is really good.,Other: Fests are organised in our college once a year.,,,,
Shiva Ks,Shiva Ks | B.Com. (Honours / Honours with Research) with Certified Program in General Management - Batch of 2021,Reviewed on 9 Oct 2019,4.6,4.6 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 5,Quite a good college for undergraduates.,Placements: The placements opportunities are really good in our college. There has been 100% placements provided by the college. It's not only within India but we are provided a global level of career facilities. We are even guided with our respective skill sets and are given a direction in our career life.,"Infrastructure: The building is centrally located in jayanagar 9th block opposite big bazar and central mall. As such there is not much in campus but the environment of study is quite good. There are various departments in the college including sports, cultural, and commerce forums. There is a well maintained library and staff rooms. Classes are well-equipped ( though not technologically advanced ). Overall it is a good place to study.",Faculty: Faculty members are quite well professional and are well versed with curriculum. Senior faculty members are proven best. Little more experience is required by new faculty members of the campus. Course is not much. It is said that it is impossible for students to fail in exams. Course is easy and easily comprehendable.,"Other: Fests organised on our campus are very good. Our college has many titles in sports and has some specialisations. Campus crowd is good as it includes students from Nigeria, Afghanistan, Syria, and other parts of Africa.",,,,
Shreeman Panda,"Shreeman Panda | B.Com.(Hons./ Hons. with Research) in Finance, Accounting, Audit and Taxation with KPMG Certified Accounting Professional (KCAP) - Batch of 2019",Reviewed on 13 Aug 2019,4,4.0 \nPlacements 5\nInfrastructure 3\nFaculty & Course Curriculum 4\nCrowd & Campus Life 4\nValue for Money 4,It is one of the best colleges in Bangalore for management studies.,"Placements: Placements were quite good. I was placed with annual package of 4.1 Lacs. Whereas the highest package for the batch were around 6 Lacs. Almost all who wishes to sit for placements were placed. Well renowned companies were a part of recruitment process like kpmg, deloitte, accenture, EY, etc.","Infrastructure: The college building is pretty huge. The classrooms are large and spacious. The college does not have huge grounds like other universities, but it has never discouraged sports like there is a cricket coaching in the basement and basketball can be played on the 3rd floor. The college has 3 canteens, and the entire building is air-conditioned.","Faculty: The faculty members are very good, or I would say the best. They are the most supportive and try to help you in every possible way. The curriculum is designed such that students do not get burdened, and the curriculum is very much helpful in knowing the concepts well. The curriculum is distributed properly across all the 6 semesters.","Other: I wish this campus would decrease the subjects and hours of studying. Exams need to be reduced as they are too much, and teachers need to be more considerate to students and not give too many assignments, as our lives do not revolve around college. After college, we also want to chill out and relax, not always think about assignments. And please give us more extracurricular activities that are well organised.",,,,
Rashmi Gupta,Rashmi Gupta | B.Com. (Hons./ Hons. with Research) in Risk Management Integrated with Chartered Institute of Management Accountant (CIMA UK) - Batch of 2021,Reviewed on 11 Jul 2019,3.6,3.6 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 3\nValue for Money 3,It is the best college for sports people. It is the best college for extracurricular activities.,Placements: Placements in college are pretty good. The faculty train you well so that you have both practical and theoretical knowledge. You get a lot of internship opportunities so that you have work experience. The syllabus given here has a lot of scope. The companies linked with the college for placements are very renowned and prestigious companies.,"Infrastructure: The infrastructure of our college is good. The classrooms, library, labs, sports, games and medical facilities are good. For sports people, this college is the correct place to show up your talent. Classrooms are well-maintained. Library maintenance is also good. This college is the best for sports students.","Faculty: Faculty are helpful, qualified and knowledgeable. The teaching quality is good. Teaching methods are also good. The faculty work hard to teach the students. They are effective in teaching. They are good at everything. Their teaching methods are also good.",Other: There will be less crowd and you will enjoy the events even more.,,,,
RAKSHIT JAIN,RAKSHIT JAIN | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2017,Reviewed on 24 Jun 2019,3.4,3.4 \nPlacements 4\nInfrastructure 2\nFaculty & Course Curriculum 4\nCrowd & Campus Life 3\nValue for Money 4,"Overall college is good whether it comes to placement, or sports, or fest But I say it little costly","Placements: Our college offers placements in good companies. If you work hard, you will be placed in a good company. We find most of the top companies during the placements. They offer a high package to the students. The more you show your talent, there are higher chances to get placed in a good company. Our college supports the students regarding the placements.",Infrastructure: Our campus is big enough. Main campus is in jayanagar. We have a very big library where u can find all your need of books capacity of 250+ people. Our college has cricket ground in 2nd basement and basketball court also. They provide Wi-Fi but only about 20-30 mb I think which is not required also. Quality of food in the Jain hostel is very good and hygienic and in the college canteen it is okay. Issues in the infrastructure is that there is no AC in the class?,Faculty: Faculty members are very good some are MBA graduate and some CA and rest B.Com from top university. They are also personally helpful like if u have any doubt you can personally go to staff room and ask. Teaching quality is good sometimes they teach with the led by showing pictures and videos so that we can easily understand. Average class strength is 60-70 students in a class.,Other: I wish we had a campus. It's literally just a small building built in between numerous tech parks. And the entire college's strength isn't more than 500 students. Like even our schools had better crowd and infrastructure.,,,,
Pavan Kumar,Pavan Kumar | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2021,Reviewed on 4 Mar 2019,4.6,4.6 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 5,The college is decent but fee is high.,"Placements: If I talk about placement our college will be at top list. More than 100 companies come to our college to select students from our campus. Big companies like delloite, pwc, Dell, Morgan Stanley, sbi life, airtel, tech mahindra, castrol, Axis bank, Citibank, coca cola, etc. Selects students from our campus. Jain university gives 99% placements guarantee. 1% is because if a students doesn't knows anything then how can any company selects such person. And if you ask about package average package will be 30k p. m. which is pretty good figure for a B.Com graduate.","Infrastructure: The classrooms are decent. However, it is a single structure building, there are no facilities for outdoor games. Nevertheless, the college is worth appreciation. The campus is centrally air-conditioned. Our college is in the centre of the city and has a lot of facilities around it like malls, hotels, small eateries, etc.","Faculty: Jain University has a mixed group of faculty. Some faculty members are good, but it is up to you because if you have taken CA with B.Com, then faculty doesn't matter much because, after that, the students have to study on their own.","Other: As cybersecurity is getting into hike in next few years, so I chose this course. If you have interest in coding and bounties then this course is best for you. There is no scholarship for BCA course in this college. The events are arranged by a forum in the college.",,,,
Seshadri Kashtraiyas,"Seshadri Kashtraiyas | B.Com.(Hons./ Hons. with Research) in Finance, Accounting, Audit and Taxation with KPMG Certified Accounting Professional (KCAP) - Batch of 2018",Reviewed on 29 Aug 2018,4,4.0 \nPlacements 4\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 3,"The college is decent, but the fee structure is high.","Placements: Jain University lies in the heart of Bangalore, and it is a city of opportunities. It promises the students who have opted CA to get articleship in the big four companies, but the reality comes with a lot of conditions. However, the other B.Com students get placed in some of the big names, which is positive about Jain University.","Infrastructure: Classrooms are decent. The campus has only one building and doesn't have facilities for outdoor games. Nevertheless, the college is worth appreciation. It has centralised air-conditioning facilities. It is in the centre of the city and has a lot of facilities like malls, hotels, small eateries, etc., in the surroundings.","Faculty: Some of the faculty members are really good. If you take CA with B.Com, then the faculty members don't matter much because you have to do self-study mostly.","Other: Includes a lot of international students, so therefore the diversity is amazing.",,,,
Kapil Bhaiya,Kapil Bhaiya | B.Com. with KPMG Course for Accounting Professional - Batch of 2018,Reviewed on 26 Aug 2018,4.4,4.4 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 4\nCrowd & Campus Life 5\nValue for Money 4,"As the college is bad in everything, all the three years of studies is a waste of time for students.","Placements: Jain University lies in the heart of Bangalore, which is a city of opportunities. It promises the students who opt for CA for getting an articleship in the big 4 companies, but the reality comes with a lot of conditions. However, the B.Com students get placed in some of the big names which is a big positive point about Jain University.","Infrastructure: The Wi-Fi facility is not at all useful as they provide just 20 MB. Air-conditioners and fans are available in classrooms, but they don't work. There is a ground for all games. Only a single building is present in the college, and there are 2-3 nets present in the basement, to play cricket. The quality of food in the canteen is average, and they don't serve non-vegetarian food. Hostel facilities are average for the money you pay. The library present in the college is good. The main problem is the infrastructure; it is not huge. The college accommodates 85 students in a small class, and after a year, they divide the class into two sections. The students are not encouraged to participate in any sport in the college.","Faculty: The faculty members in the college are underqualified to teach the course/syllabus. The college mainly recruits freshers as teaching faculty, and most of them work part-time. They don't even engage the class, and they just enter the class and waste an hour, teaching nothing. Their teaching quality is very poor, and a few faculty members don't even know how to teach. The course the college offers is good, but they are not able to deliver the things they promised at the time of admission. The coordinators are very rude to students.","Other: This course is very good because it provides many opportunities to learn about application development in college only, and you don't have to pay additional fees for this. Events are very less in our college. Our college hardly conducts any event in the whole year. Only an Infinity event is conducted in our college. Our college surroundings are not developed enough because it is 30 km from the city. If you want to go city, then you have to take a bus. It takes two hours to reach into main Bangalore city.",,,,
Shreyas Lakhani,Shreyas Lakhani | B.Com. in Banking and Finance - Batch of 2013,Reviewed on 8 Aug 2018,2.8,2.8 \nPlacements 3\nInfrastructure 3\nFaculty & Course Curriculum 3\nCrowd & Campus Life 3\nValue for Money 2,I am proud to be a Jainite.,"Placements: The placements offered for my batch are reducing gradually. Last year, the lowest salary package offered was around 2.5 LPA, and the highest was 7.8 LPA. Companies like EY, Deloitte, Goldman Sachs, Northern Trust, JP Morgan, PWC, etc., visited the college to conduct placements. Taxation, audit, etc., are the roles offered to the placed students. Only 1-2% of the students got an internship from the college. Stipend offered was about Rs. 15,000 per month. There is a placement cell in Jain University. The college invites many companies but does not provide the students with enough knowledge to get placed in the companies.",Infrastructure: The infrastructure of our college is commendable. Quality of labs and classrooms is good. A variety of food items are provided in the canteen. Hostel rooms are airy and spacious. Quality of food served is good.,Faculty: The faculty and course curriculum are good for graduating from the campus. The teaching methods used were all smart arts. We got excellent industry exposure. The curriculum helped us in understanding the basics while working in the company. It was helpful in reflecting our knowledge there.,Other: I would recommend this college if you want extra activities and luxurious college life. Our college doesn't add value to our career in terms of placements and studies.,,,,
Shreyas Lakhani,Shreyas Lakhani | B.Com. in Banking and Finance - Batch of 2013,Reviewed on 8 Aug 2018,2.8,2.8 \nPlacements 3\nInfrastructure 3\nFaculty & Course Curriculum 3\nCrowd & Campus Life 3\nValue for Money 2,The college provides good education along with good personality development.,Placements: I got selected as an auditor for Ernst and Young. The role offered was an associate analyst under assurance service line. There was a list of good companies which visited the college for recruitment. This college is one of the best options to pursue graduation.,Infrastructure: The libraries are air-conditioned and accommodate approximately 250 students at a time. The college provides good knowledge related to the subject as well as other domains. The computer labs accommodate 80-90 students. The quality of laptops provided to the students is good. The classrooms are spacious and are air-conditioned. The classrooms can accomodate 90-100 students.,"Faculty: The faculty present in the college are knowledgeable. They are very helpful even after the college hours. Internship exposure provided to the students is great. Opportunities are provided to work with various companies like Deloitte, KPMG, EY, Amazon, Goldman Sachs. Overall, the infrastructure of the college is great, and the facilities provided are comfortable. Annual fee of the college is a bit high, but nothing is too much in front of the experience a student gains.","Other: Clutural fests, sports, etc., are also conducted in our college.",,,,
Nagabhushan HC,Nagabhushan HC | B.Com. (Hons./Hons. with Research) in Corporate Accounting Integrated with Certified Management Accountant (US CMA) - Batch of 2019,Reviewed on 29 Jul 2018,1,1.0 \nPlacements 1\nInfrastructure 1\nFaculty & Course Curriculum 1\nCrowd & Campus Life 1\nValue for Money 1,I am satisfied with all the facilities that the college is providing to the student.,"Placements: Placements provided in Jain University are extremely well, and the college maintains its 100% placement record. The highest package offered for the students of undergraduate courses doesn't go below 7 LPA, which is an amazing start for your career.","Infrastructure: The infrastructure of the college is really good. It provide a good atmosphere when the students are there inside the campus. The college provides Wi-Fi facility, advanced classroom, library, medical faciluty. One of the best thing about Jain University is that it gives preference to student who are interested in sports.",Faculty: The teaching in Jain University is outstanding. The faculty members are very friendly with the student. The teacher give their full effort in understanding the concept rather than just teaching them to the students. The teacher apply their full effort to make the student understand the concept.,"Other: I opted for this course because it is leading the world and I like to code. I need to improve my coding and communication skills. Events and fests are held in our college. Our college got to handle the whole program of Khelo India, and students got good experience through this program. Our college manages this type of program.",,,,
Anshika Khanna,Anshika Khanna | B.Com. in Banking and Finance - Batch of 2015,Reviewed on 5 Jul 2018,4.4,4.4 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 4,"I recommend people to join Bangalore University, but Jain University is not worth.",Placements: The placement in my college is really good. Every year thousands of students are selected by various companies who visit the campus. The Student are selected with a high package. Yes. There is a placement cell in the college. Its helps the students to get placed in top companies and make their future bright.,"Infrastructure: The infrastructure at Jain College 9th block Jayanagar is good, but not up to the mark. It looks like an MNC. The college has huge classrooms with projectors and good ventilation, but the major drawback is there is no ground in the college as you have to go to the nearby ground to play sports, while you will have access to indoor games at sports forum.","Faculty: The faculty members are helpful and knowledgeable. They help you with any kind of academic situations, but the only drawback with Jain University, Christ University, and the others is that they come under tier 3 universities. If you are choosing this college, it is better to opt for Bangalore University because 70% in Jain University is equal to 60% in Bangalore University, and you have to face when you enrol for masters abroad.","Other: The campus is good in all things. I chose CSE because of my interest in coding and our college also provides placements for IT field students. We used to take the bus. The bus is always on time, and the bus driver is pleasant and calm. We reported any problems to the bus manager. He solved that particular problem and is always ready to listen to problems that occur.",,,,
Sanjeeli Agarwal,Sanjeeli Agarwal | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2016,Reviewed on 4 Jul 2018,4.6,4.6 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 4\nValue for Money 4,Absolutely good University for learning.,"Placements: The placements are good at Jain College, especially for Jain University students, they have a placement team, who will keep in touch with you even after the completion of the course. If you don't get placed during the course, then they will let you know about the placements and job roles available in the different sectors.","Infrastructure: Jain University infrastructures are the best because it has all the facilities on the campus. Jain University provides oral learning. Jain University prepares best sports all over the country; there is also a cricket coach for practice, where you will be trained like Rahul KL ( Indian Cricketer).","Faculty: The Faculty members are good at there jobs. They are trained to be perfect in teaching; The university provides so many numbers of courses, that you can join, as Jain University offers value-added programme classes for all the students that considered a specialized course in the college.","Other: Overall the campus is great and it is anti raging. But the local student leave a chance to bully or take a fight with you inside or outside the campus. The staffs are also bios, as they take locals side always and make the non-local person guilty though the fight was started by locals.",,,,
Vishnu Prasad S,Vishnu Prasad S | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2020,Reviewed on 21 Apr 2018,5,5.0 \nPlacements 5\nInfrastructure 5\nFaculty & Course Curriculum 5\nCrowd & Campus Life 5\nValue for Money 5,"It is a mixture of all things, that you need in college life.",Placements: The placements are good in Jain University as the university is known for placements. Jain University placements are also considered the toughest as it has all sorts of facilities. The University provides well-trained placement cell which creates the opportunity for the students.,"Infrastructure: All kinds of facilities are available like labs, Wi-Fi, lecture halls, library, especially sports and games. The food is cheap and best to eat for college students. Hostels are in the heart of the city and bus facility is provided to travel from hostel to college. There were no issues with the college.","Faculty: The teachers from different departments are good and have good knowledge, As course is concerned it is updated. We even went for an Industrial visit. We were also sent for interviews and internships to companies. There are fun related activities too.",Other: I chose this course because I aspire to be an entrepreneur. I want to make one thing clear that the timing of the college is 4pm to 8 pm. This is not an evening college just the timing is in the evening as we can work on our stratup in the morning.,,,,
Madhu Manjunath R ...,Madhu Manjunath R ... | B.Com. (Honours / Honours with Research) with Certified program in Capital Markets - Batch of 2016,Reviewed on 14 Apr 2018,3.8,3.8 \nPlacements 5\nInfrastructure 4\nFaculty & Course Curriculum 3\nCrowd & Campus Life 4\nValue for Money 3,Jain University is the best university.,"Placements: The placements are good enough, almost 90% of the students got placed. The lowest package was 3.5 LPA, and the highest was 16 LPA. The companies like EY, Delloit, KPMG, Morgan Stanley visited for placements. The roles offered were financial and taxation. The best about the companies that come here are the biggest in the market.","Infrastructure: The college has best classrooms and campus. The infrastructure is highly professional and attractive. The labs are very good. The classrooms are awesome. The library is very huge, and you love it. The medical facilities are there, and it is necessary. There is no issue regarding the infrastructure. The quality of food is superb at average prices.","Faculty: The teachers are well-qualified and knowledgeable. The teaching quality of the teachers is good, they are ready to answer anything, and your doubts can be clarified. We may get various industrial visits. Assignments are full of fun. You can enjoy your degree life.","Other: I opted for this course because of my interest in computers since childhood. Events, fests, and sports were conducted in our college.",,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
